件数,医療機関コード,医療機関名,住所,市町村,電話番号,医師名,診療科目,診療時間_午前,診療時間_午後,月,火,水,木,金,土,日,祝日,休診日_1,休診日_2,休診日_3,オンライン診療,夜間診療,特徴,MAP
74,01-27338 ,みなとクリニック,〒770－8003徳島市津田本町一丁目１番２６号,徳島市,088-663-3710,湊　義彰,小児科,9:00~12:45,14:45~18:30,1,1,1,1,1,1,0,0,日・祝,土（午後）,0,0,0,CTなど最新の医療機器が導入されています。,"https://www.google.com/maps/place/%E3%81%BF%E3%81%AA%E3%81%A8%E3%82%AF%E3%83%AA%E3%83%8B%E3%83%83%E3%82%AF/@34.0519125,134.5735441,17z/data=!4m10!1m2!2m1!1z44G_44Gq44Go44Kv44Oq44OL44OD44Kv44CA5b6z5bO2!3m6!1s0x35536d25528de339:0xb3c47b7e8184b62e!8m2!3d34.0519125!4d134.577664!15sCiHjgb_jgarjgajjgq_jg6rjg4vjg4Pjgq_jgIDlvrPls7aSAQ5tZWRpY2FsX2NsaW5pY-ABAA!16s%2Fg%2F1v_vqr3t?entry=ttu"
75,01-27403 ,こかわ医院,〒770－0831徳島市寺島本町西１丁目１５番地,徳島市,088-622-2125,古川　浩,小児科,9:00~13:00,14:30~18:00,1,1,1,1,1,1,0,0,日・祝,水（午後）,0,0,0,15台の駐車場があります。,"https://www.google.com/maps/place/%E3%81%93%E3%81%8B%E3%82%8F%E5%8C%BB%E9%99%A2/@34.0745627,134.5461104,17z/data=!3m1!4b1!4m6!3m5!1s0x3553729fb2aa9abb:0xf70c29215c69de83!8m2!3d34.0745583!4d134.5486853!16s%2Fg%2F11f11gkkx1?entry=ttu"
76,01-27445 ,名東クリニック,〒770－0047徳島市名東町１丁目９１番地,徳島市,088-624-7236,中間　昌博,小児科,9:00~12:00,0,1,1,1,1,1,0,0,0,日・祝,全曜日の午後,0,0,0,LINE予約できます。,"https://www.google.com/maps/place/%E5%90%8D%E6%9D%B1%E3%82%AF%E3%83%AA%E3%83%8B%E3%83%83%E3%82%AF/@34.0653507,134.5029297,17z/data=!3m1!4b1!4m6!3m5!1s0x35530cd07bdd28bb:0x50965f0f638de608!8m2!3d34.0653463!4d134.5055046!16s%2Fg%2F11cs6chwfm?entry=ttu"
77,01-27502 ,林病院,〒770－8012徳島市大原町千代ケ丸山３０番２０,徳島市,088-663-1188,林　健司,小児科,9:00~12:30,14:30~17:30,1,1,1,1,1,1,0,0,日・祝,土（午後）,0,0,0,最新の医療機器（ＭＲＩ、ＣＴなど）があります。,"https://www.google.com/maps/place/%E6%9E%97%E7%97%85%E9%99%A2/@34.02243,134.5645177,17z/data=!3m1!4b1!4m6!3m5!1s0x355312eaeffc8c77:0xb4b2e142c029edaf!8m2!3d34.0224256!4d134.5670926!16s%2Fg%2F1tgnzmk1?entry=ttu"
78,01-27650 ,かさまつ在宅クリニック,〒770－8054徳島市山城西４丁目１３－３,徳島市,088-679-6393,笠松　哲司,小児科,9:00~12:00,13:00~17:00,1,1,1,1,1,0,0,0,日・祝,土,0,1,0,在宅診療していただけます。,"https://www.google.com/maps/place/%E5%8C%BB%E7%99%82%E6%B3%95%E4%BA%BA%E3%81%8B%E3%81%95%E3%81%BE%E3%81%A4%E5%9C%A8%E5%AE%85%E3%82%AF%E3%83%AA%E3%83%8B%E3%83%83%E3%82%AF/@34.0487104,134.5515726,17z/data=!3m1!4b1!4m6!3m5!1s0x3553131de6d86fa3:0x8c6e6c645b777da0!8m2!3d34.048706!4d134.5541475!16s%2Fg%2F11nn15nj2x?entry=ttu"
79,01-27700 ,おおた在宅クリニック,〒770－0802徳島市吉野本町６丁目４２番地コレクティブハウスなじみ１０１,徳島市,088-656-3001,太田　敦,小児科,9:00~12:00,14:00~17:00,1,1,1,1,1,0,0,0,日・祝,土,0,0,0,在宅診療していただけます。,"https://www.google.com/maps/place/%E3%81%8A%E3%81%8A%E3%81%9F%E5%9C%A8%E5%AE%85%E3%82%AF%E3%83%AA%E3%83%8B%E3%83%83%E3%82%AF/@34.0870413,134.5504511,17z/data=!3m1!4b1!4m6!3m5!1s0x35536d84173b5765:0x827ce6acecebd5e3!8m2!3d34.0870369!4d134.553026!16s%2Fg%2F11fb2yk7wm?entry=ttu"
80,01-27825 ,スリジエ子どもと大人のクリニック,〒770－0003徳島市北田宮２丁目７－７２,徳島市,088-631-0500,川原　和彦,小児科,9:00~12:00,15:00~17:30,1,1,1,1,1,1,0,0,日・祝,水・土（午後）,0,0,0,小さなお子さんからご高齢の方まで安心して通っていただける地域のかかりつけ医を目指されています。,"https://www.google.com/maps/place/%E3%82%B9%E3%83%AA%E3%82%B8%E3%82%A8%E5%AD%90%E3%81%A9%E3%82%82%E3%81%A8%E5%A4%A7%E4%BA%BA%E3%81%AE%E3%82%AF%E3%83%AA%E3%83%8B%E3%83%83%E3%82%AF/@34.088455,134.5421794,17z/data=!3m1!4b1!4m6!3m5!1s0x3553732c9248cfe3:0xf9605cd701d43348!8m2!3d34.0884506!4d134.5447543!16s%2Fg%2F11tdr4ybjw?entry=ttu"
81,02-10118 ,徳島県鳴門病院,〒772－8503鳴門市撫養町黒崎字小谷３２番,鳴門市,088-683-0011,邊見　達彦,小児科,8:30~17:00,0,1,1,1,1,1,0,0,0,日・祝,土,0,0,1,総合病院です。（※基本的には紹介状が必要です。）,"https://www.google.com/maps/place/%E5%BE%B3%E5%B3%B6%E7%9C%8C%E9%B3%B4%E9%96%80%E7%97%85%E9%99%A2/@34.1825258,134.5920986,17z/data=!3m1!4b1!4m6!3m5!1s0x355365844bdc5ddd:0xc58429dce7b872dc!8m2!3d34.1825214!4d134.5946735!16s%2Fg%2F1yfp3mr_3?entry=ttu"
82,02-10399 ,高麗耳鼻咽喉科医院,〒772－0002鳴門市撫養町斎田字北浜２０５番地,鳴門市,088-685-1180,高麗　敬司,小児科,9:00~12:30,14:30~18:00,1,1,1,1,0,1,0,0,日・祝,金,木・土（午後）,0,0,先生と看護師さんとの意思疎通がしっかりできており、安心して診察していただけます。,"https://www.google.com/maps/place/%E9%AB%98%E9%BA%97%E8%80%B3%E9%BC%BB%E5%92%BD%E5%96%89%E7%A7%91/@34.1833514,134.5996011,17z/data=!3m1!4b1!4m6!3m5!1s0x3553659221e76031:0x7472d0ef9d10ba88!8m2!3d34.183347!4d134.602176!16s%2Fg%2F1tftzc84?entry=ttu"
83,02-10407 ,元木医院,〒772－0003鳴門市撫養町南浜字東浜５９２,鳴門市,088-685-8282,元木　康文,小児科,9:00~12:00,14:00~17:00,1,1,1,1,1,1,0,0,日・祝,木（午後）,0,0,0,地域に根ざしたかかりつけ診療所です。,"https://www.google.com/maps/place/%E5%85%83%E6%9C%A8%E5%8C%BB%E9%99%A2/@34.1752469,134.6046972,17z/data=!3m1!4b1!4m6!3m5!1s0x355365f4a62c2a01:0x6ce8cd43df2dc0fe!8m2!3d34.1752425!4d134.6072721!16s%2Fg%2F1tlqmtc_?entry=ttu"
84,02-10464 ,原田内科,〒772－0035鳴門市大津町矢倉字六ノ越５番地の９,鳴門市,088-685-3351,原田　慎史,小児科,9:00~12:00,14:00~18:00,1,1,1,1,1,1,0,0,日・祝,木・土（午後）,0,0,0,病む人の心に寄り添いながら、安心していただける診療を心掛けておられます。,"https://www.google.com/maps/place/%E5%8E%9F%E7%94%B0%E5%86%85%E7%A7%91/@34.152214,134.5513613,13z/data=!4m10!1m2!2m1!1z5Y6f55Sw5YaF56eR44CA5b6z5bO2!3m6!1s0x35536f0f34ca4233:0x9cebd3694663319e!8m2!3d34.152214!4d134.59256!15sChXljp_nlLDlhoXnp5HjgIDlvrPls7aSAQ5tZWRpY2FsX2NsaW5pY-ABAA!16s%2Fg%2F1tcv43ys?entry=ttu"
85,02-10506 ,勝良医院,〒772－0002鳴門市撫養町斎田字西発７７の１０番地,鳴門市,088-686-1216,勝良　洋,小児科,9:00~12:00,14:00~18:00,1,1,1,0,1,1,0,0,日・祝,火・土（午後）,0,1,0,鳴門市撫養駅から徒歩5分でアクセスしやすいです。,"https://www.google.com/maps/place/%E5%8B%9D%E8%89%AF%E5%8C%BB%E9%99%A2/@34.1723513,134.5990842,17z/data=!3m1!4b1!4m6!3m5!1s0x35536f62221e0599:0xad83d56fffcdd761!8m2!3d34.1723469!4d134.6016591!16s%2Fg%2F1tf7vjz7?entry=ttu"
86,02-11397 ,中西医院,〒779－0238鳴門市大麻町板東字東山田６９－１,鳴門市,088-689-1508,中西　久貴,小児科,9:00~12:30,16:00~1900,1,1,1,1,1,1,0,0,日・祝,土（午後）,0,0,0,19:00まで診察していただけます。,"https://www.google.com/maps/place/%E4%B8%AD%E8%A5%BF%E5%8C%BB%E9%99%A2/@34.1570694,134.5037191,17z/data=!3m1!4b1!4m6!3m5!1s0x355371711c16b7ff:0xebad9e6c3a19f425!8m2!3d34.157065!4d134.506294!16s%2Fg%2F1tdrv45b?entry=ttu"
87,02-11447 ,高田内科医院,〒772－0001鳴門市撫養町黒崎字松島９６－１０,鳴門市,088-684-0031,高田　幸伸,小児科,9:00~12:30,14:00~18:00,1,1,1,1,1,1,0,0,日・祝,水・土（午後）,0,0,0,鳴門駅から北西に約930mでアクセスしやすいです。,"https://www.google.com/maps/place/%E9%AB%98%E7%94%B0%E5%86%85%E7%A7%91%E5%8C%BB%E9%99%A2/@34.1847708,134.5983816,17z/data=!3m1!4b1!4m6!3m5!1s0x355365919eda1c57:0x6528c278b561dc65!8m2!3d34.1847664!4d134.6009565!16s%2Fg%2F1tdyys65?entry=ttu"
88,02-11538 ,岡﨑内科循環器科,〒772－0051鳴門市鳴門町高島字中島１－１,鳴門市,088-687-2720,岡﨑　誠司,小児科,9:00~12:30,15:00~19:00,1,1,1,1,1,1,0,0,日・祝,木・土（午後）,0,0,0,19:00まで診察していただけます。,"https://www.google.com/maps/place/%E5%B2%A1%E5%B4%8E%E5%86%85%E7%A7%91/@34.1961029,134.5959427,17z/data=!4m6!3m5!1s0x355365a9b0c9a519:0xf2de3206884008f5!8m2!3d34.199254!4d134.5985923!16s%2Fg%2F1vd6_4f_?entry=ttu"
89,02-11587 ,津田ブレインクリニック,〒772－0001鳴門市撫養町黒崎字八幡１１３－１,鳴門市,088-684-3171,津田　敏雄,小児科,9:00~12:30,14:00~17:00,1,1,1,1,1,0,0,0,日・祝,土,金（午後）,0,0,親切で心のこもった医療サービスを心がけていらっしゃる診療所です。,"https://www.google.com/maps/place/%E6%B4%A5%E7%94%B0%E3%83%96%E3%83%AC%E3%82%A4%E3%83%B3%E3%82%AF%E3%83%AA%E3%83%8B%E3%83%83%E3%82%AF/@34.1835624,134.5922071,17z/data=!3m1!4b1!4m6!3m5!1s0x35536584fe5c845f:0x4137934e846cad0c!8m2!3d34.183558!4d134.594782!16s%2Fg%2F1wz50jrm?entry=ttu"
90,02-11595 ,たきファミリークリニック,〒772－0001鳴門市撫養町黒崎字松島４５－６３,鳴門市,088-683-1235,浩樹,小児科,9:00~12:30,14:30~18:00,1,1,1,1,1,1,0,0,日・祝,土（午後）,0,0,0,治療のみでなく、予防にも力を入れていらっしゃる診療所です。,"https://www.google.com/maps/place/%E3%81%9F%E3%81%8D%E3%83%95%E3%82%A1%E3%83%9F%E3%83%AA%E3%83%BC%E3%82%AF%E3%83%AA%E3%83%8B%E3%83%83%E3%82%AF/@34.1929474,134.5958681,17z/data=!3m1!4b1!4m6!3m5!1s0x355365bd6076915d:0x8aca63bc2dfeaf80!8m2!3d34.192943!4d134.598443!16s%2Fg%2F1td1z1_d?entry=ttu"
91,02-11611 ,えだがわ小児科,〒772－0052鳴門市鳴門町三ツ石字芙蓉山下５０５番地,鳴門市,088-687-0930,枝川　卓二,小児科,9:00~11:00,16:00~1800,1,1,1,1,1,1,0,0,日・祝,土（午後）,0,0,0,海沿いにあるアットホームな小児科でとても物腰のやわらかい先生です。,"https://www.google.com/maps/place/%E3%81%88%E3%81%A0%E3%81%8C%E3%82%8F%E5%B0%8F%E5%85%90%E7%A7%91/@34.206172,134.6073519,17z/data=!3m1!4b1!4m6!3m5!1s0x35536434c69062bf:0x79388f5a562a5501!8m2!3d34.2061676!4d134.6099268!16s%2Fg%2F1tf7_dqx?entry=ttu"
92,02-13047 ,レディースクリニック兼松産婦人科,〒772－0003鳴門市撫養町南浜字東浜６０１番地,鳴門市,088-685-1103,兼松　豊和,小児科,9:00~12:15,15:00~18:30,1,1,0,1,1,1,0,0,日・祝,水,金（午後）,1,0,安心で安全な医療をお届けするためにマスクの着用をお願いいたします。,"https://www.google.com/maps/place/%E3%83%AC%E3%83%87%E3%82%A3%E3%83%BC%E3%82%B9%E3%82%AF%E3%83%AA%E3%83%8B%E3%83%83%E3%82%AF%E5%85%BC%E6%9D%BE%E7%94%A3%E5%A9%A6%E4%BA%BA%E7%A7%91/@34.1753313,134.6054032,17z/data=!3m1!4b1!4m6!3m5!1s0x355365f35e0e41f5:0xe25c0883f8c2c645!8m2!3d34.1753269!4d134.6079781!16s%2Fg%2F1tdhbvhl?entry=ttu"
93,02-13112 ,田口小児科クリニック,〒772－0041鳴門市大津町大代９９番地の２,鳴門市,088-683-1120,田口　義行,小児科,9:00~12:00,14:30~17:00,1,1,1,1,1,1,0,0,日・祝,木・土（午後）,0,0,0,子供たちの健康を心から祈っていらっしゃる先生です。,"https://www.google.com/maps/place/%E7%94%B0%E5%8F%A3%E5%B0%8F%E5%85%90%E7%A7%91%E3%82%AF%E3%83%AA%E3%83%8B%E3%83%83%E3%82%AF/@34.1590234,134.5758511,17z/data=!3m1!4b1!4m6!3m5!1s0x35536fbacd539a5f:0xe0a9a381cb650077!8m2!3d34.159019!4d134.578426!16s%2Fg%2F1tfm4gzf?entry=ttu"
94,02-13146 ,板東診療所,〒779－0238鳴門市大麻町板東字東山田８番地２,鳴門市,088-689-1252,亀井　俊彦,小児科,8:30~12:30,14:00~18:30,1,1,1,1,1,1,0,0,日・祝,0,0,0,1,CTなど最新の医療機器が導入されています。,"https://www.google.com/maps/place/%E6%9D%BF%E6%9D%B1%E8%A8%BA%E7%99%82%E6%89%80/@34.1573504,134.5059821,17z/data=!3m1!4b1!4m6!3m5!1s0x35537176bb072f5f:0xcd7f52691d7c7bc6!8m2!3d34.157346!4d134.508557!16s%2Fg%2F1ttytkpw?entry=ttu"
95,03-10132 ,碩心館病院,〒773－0014小松島市江田町字大江田４４－１,小松島,0885-32-3555,矢野　勇人,小児科,9:00~12:00,14:30~17:30,1,1,1,1,1,1,0,0,日・祝,土（午後）,0,0,0,先生の理念：病める人には赤心でもって接し、自らは碩心たるを求む,"https://www.google.com/maps/place/%E7%A2%A9%E5%BF%83%E9%A4%A8%E7%97%85%E9%99%A2/@34.0143396,134.5610084,17z/data=!3m1!4b1!4m6!3m5!1s0x355312899d426c9b:0x95e86375de1be9f!8m2!3d34.0143352!4d134.5635833!16s%2Fg%2F1tgglg7w?entry=ttu"
96,03-30219 ,徳島赤十字ひのみね医療療育センター,〒773－0015小松島市中田町字新開４の１,小松島,0885-32-0903,加藤　真介,小児科,9:00~17:30,0,1,1,1,1,1,0,0,0,日・祝,土,0,0,0,予約制ですが、病状などにより急を要する場合は、診察時間内であれば可能な限り相談に応じていただけます。,"https://www.google.com/maps/place/%E5%BE%B3%E5%B3%B6%E8%B5%A4%E5%8D%81%E5%AD%97%E3%81%B2%E3%81%AE%E3%81%BF%E3%81%AD%E7%B7%8F%E5%90%88%E7%99%82%E8%82%B2%E3%82%BB%E3%83%B3%E3%82%BF%E3%83%BC/@34.0166068,134.5808015,17z/data=!3m1!4b1!4m6!3m5!1s0x355312e46e807d7b:0xe9a84cf02b9259a9!8m2!3d34.0166024!4d134.5833764!16s%2Fg%2F1tj8_c16?entry=ttu"
97,03-10157 ,徳島赤十字病院,〒773－8502小松島市小松島町字井利ノ口１０３番地,小松島,0885-32-2555,後藤　哲也,小児科,8:10~19:00,0,1,1,1,1,1,0,0,0,日・祝,土,0,0,0,総合病院で予約制ですが、病状などにより急を要する場合は、診察時間内であれば可能な限り相談に応じていただけます。,"https://www.google.com/maps/place/%E6%97%A5%E6%9C%AC%E8%B5%A4%E5%8D%81%E5%AD%97%E7%A4%BE+%E5%BE%B3%E5%B3%B6%E8%B5%A4%E5%8D%81%E5%AD%97%E7%97%85%E9%99%A2/@34.0124088,134.5808126,17z/data=!3m2!4b1!5s0x355312e352b9430b:0x19d3003d03dc21ee!4m6!3m5!1s0x355312e356b8f229:0xa2a0af31f1f98f8a!8m2!3d34.0124044!4d134.5833875!16s%2Fg%2F12314dwv?entry=ttu"
98,03-10413 ,谷医院,〒773－0017小松島市立江町字江ノ上１番地の１,小松島,0885-37-1003,谷　義彦,小児科,9:00~12:00,14:00~17:00,1,1,1,1,0,1,0,0,日・祝,金,土（午後）,0,1,夜間・休日における急患への対応原則可です。（※要相談）,"https://www.google.com/maps/place/%E8%B0%B7%E5%8C%BB%E9%99%A2/@33.9673158,134.6002773,17z/data=!3m1!4b1!4m6!3m5!1s0x355313dcb113cccb:0x654c793884f28bd1!8m2!3d33.9673114!4d134.6028522!16s%2Fg%2F1tdf8y5h?entry=ttu"
99,03-10496 ,荒河内科,〒773－0017小松島市立江町字宮ノ前４０番地４,小松島,0885-37-1122,荒河　忠治,小児科,8:30~12:30,14:00~18:30,1,1,1,1,1,1,0,0,日・祝,0,0,0,0,呼吸器科、消化器科など幅広い診療科目を取り扱っており、英語にも対応していただけます。,"https://www.google.com/maps/place/%E8%8D%92%E6%B2%B3%E5%86%85%E7%A7%91/@33.9737624,134.6059271,17z/data=!3m1!4b1!4m6!3m5!1s0x355313952d3686e7:0xab643d4f95e4f165!8m2!3d33.973758!4d134.608502!16s%2Fg%2F1tf7vjx_?entry=ttu"
100,03-30110 ,小松島市休日診療所,〒773－0001小松島市小松島町字新港９－１０,小松島,0885-32-0228,藤野　和也,小児科,18:00~9:00,0,1,1,1,1,1,1,1,1,0,0,0,0,0,小松島市および勝浦郡において地域の方々の健康を守るために、交代で夜間および休日の診療に従事しています。,"https://www.google.com/maps/place/%E3%80%92773-0001+%E5%BE%B3%E5%B3%B6%E7%9C%8C%E5%B0%8F%E6%9D%BE%E5%B3%B6%E5%B8%82%E5%B0%8F%E6%9D%BE%E5%B3%B6%E7%94%BA%E6%96%B0%E6%B8%AF%EF%BC%99%E2%88%92%EF%BC%91%EF%BC%90/@34.0101345,134.5860523,17z/data=!3m1!4b1!4m6!3m5!1s0x3553131d4e53e22f:0xc06fd50197c44a4c!8m2!3d34.0101301!4d134.5886272!16s%2Fg%2F11clml7w9t?entry=ttu"
101,03-10538 ,宮本小児科,〒773－0022小松島市大林町字宮ノ本１１３番地１,小松島,0885-37-3567,宮本　直紀,小児科,9:00~12:30,14:30~18:30,1,1,1,0,1,1,0,0,日・祝,木,0,0,0,病院内は明るく清潔感があり、先生、看護師さん、受付の方全てが親切で丁寧に接してくれます。,"https://www.google.com/maps/place/%E5%AE%AE%E6%9C%AC%E5%B0%8F%E5%85%90%E7%A7%91/@33.9783286,134.6126972,17z/data=!3m1!4b1!4m6!3m5!1s0x35531391195ece2d:0x37d6ac62fc634c91!8m2!3d33.9783286!4d134.6126972!16s%2Fg%2F1th84yrd?entry=ttu"
102,03-10561 ,木村内科,〒773－0003小松島市松島町１－７,小松島,0885-32-2001,木村　聡,小児科,9:00~12:30,15:00~18:00,1,1,1,1,1,1,1,0,日・祝,水（午後）,0,0,0,内科と小児科が一緒になっているので親子での診察が必要な時にとても助かります。,"https://www.google.com/maps/place/%E6%9C%A8%E6%9D%91%E5%86%85%E7%A7%91/@34.0381315,134.4625701,12z/data=!4m10!1m2!2m1!1z5pyo5p2R5YaF56eR44CA5b6z5bO2!3m6!1s0x355312fdd40d11b5:0x3b43185b8fe3e9e9!8m2!3d34.0067702!4d134.5857297!15sChXmnKjmnZHlhoXnp5HjgIDlvrPls7aSAQlpbnRlcm5pc3TgAQA!16s%2Fg%2F1vwllz3n?entry=ttu"
103,03-10678 ,赤岩医院,〒773－0017小松島市立江町字宮前２２番地の１,小松島,0885-37-1013,赤岩　務,小児科,9:00~13:00,14:30~18:30,1,1,1,1,1,1,1,0,日・祝,水（午後）,0,0,0,地域に根ざした医療サービスを提供し、患者様の豊かな生活作りに貢献することを理念とされています。,"https://www.google.com/maps/place/%E8%B5%A4%E5%B2%A9%E5%8C%BB%E9%99%A2/@33.971713,134.607349,17z/data=!3m1!4b1!4m6!3m5!1s0x355313ea64901457:0xed14fb82e6506fdb!8m2!3d33.971713!4d134.607349!16s%2Fg%2F1tmg4c2h?entry=ttu"
104,03-11080 ,桂医院,〒773－0003小松島市松島町７番１号,小松島,0885-32-0151,桂　邦夫,小児科,9:00~12:00,14:00~18:00,1,1,1,1,1,1,0,0,日・祝,土（午後）,0,0,0,南小松島駅から徒歩3分、南千歳橋バス停から徒歩1分とアクセスがとてもしやすいです。,"https://www.google.com/maps/place/%E6%A1%82%E5%8C%BB%E9%99%A2/@34.0072723,134.5847347,17z/data=!3m1!4b1!4m6!3m5!1s0x355312fc24268781:0xaa19efe75ffddec4!8m2!3d34.0072723!4d134.5847347!16s%2Fg%2F1tc_z925?entry=ttu"
105,03-11205 ,渚クリニック,〒773－0013小松島市前原町字東１９－３,小松島,08853-2-1705,白河　裕志,小児科,10:00~12:00,13:30~17:30,1,1,1,0,1,1,0,0,日・祝,木,土（午後）,0,0,100台の駐車場を完備しています。,"https://www.google.com/maps/place/%E6%B8%9A%E3%82%AF%E3%83%AA%E3%83%8B%E3%83%83%E3%82%AF/@34.0126705,134.5663348,17z/data=!3m1!4b1!4m6!3m5!1s0x3553128a50b9e3a5:0xf4ac511eec793570!8m2!3d34.0126705!4d134.5663348!16s%2Fg%2F1tp252lm?entry=ttu"
106,03-11312 ,ふじの小児科クリニック,〒773－0023小松島市坂野町字平田１８番地の４,小松島,0885-37-0250,藤野　佳世,小児科,9:00~12:00,14:00~18:30,1,1,1,1,1,1,0,0,日・祝,水（午後）,0,0,0,乳児健診、予防接種、アレルギー疾患の相談、発達の相談、言語リハ、運動器リハなどのリハビリテーションにも力を入れています。,"https://www.google.com/maps/place/%E3%81%B5%E3%81%98%E3%81%AE%E5%B0%8F%E5%85%90%E7%A7%91%E3%82%AF%E3%83%AA%E3%83%8B%E3%83%83%E3%82%AF/@33.9808391,134.6333323,17z/data=!3m1!4b1!4m6!3m5!1s0x355314878588a0e7:0x600d484419e9bd5d!8m2!3d33.9808391!4d134.6333323!16s%2Fg%2F1th59dd4?entry=ttu"
107,04-10015 ,原田病院,〒774－0030阿南市富岡町あ石１４番地１,阿南市,0884-22-0990,原田　晃,小児科,9:00~12:30,13:30~18:00,1,1,1,1,1,1,0,0,日・祝,土（午後）,0,0,0,入院設備あります。,"https://www.google.com/maps/place/%E5%8E%9F%E7%94%B0%E7%97%85%E9%99%A2/@33.9808391,134.6333323,12z/data=!4m10!1m2!2m1!1z5Y6f55Sw55eF6Zmi44CA5b6z5bO2!3m6!1s0x35531689f9c338b3:0x885a1c6e03a806db!8m2!3d33.917926!4d134.662513!15sChXljp_nlLDnl4XpmaLjgIDlvrPls7aSAQhob3NwaXRhbOABAA!16s%2Fg%2F1trsvv1c?entry=ttu"
108,04-10122 ,宮本病院,〒779－1105阿南市羽ノ浦町古庄古野神４番地１４,阿南市,0884-44-4343,宮本　英之,小児科,9:00~12:30,14:00~18:00,1,1,1,1,1,1,0,0,日・祝,木（午後）,0,0,0,入院設備あります。,"https://www.google.com/maps/place/%E5%AE%AE%E6%9C%AC%E7%97%85%E9%99%A2/@34.0097433,134.5704187,12z/data=!4m10!1m2!2m1!1z5a6u5pys55eF6Zmi44CA5b6z5bO2!3m6!1s0x35531152e927ec39:0x866d7ae6d011ace7!8m2!3d33.94136!4d134.624011!15sChXlrq7mnKznl4XpmaLjgIDlvrPls7aSAQhob3NwaXRhbOABAA!16s%2Fg%2F1tg84gn6?entry=ttu"
109,04-10379 ,馬原医院,〒779－1510阿南市新野町信里６番地１,阿南市,0884-36-3339,馬原　啓太郎,小児科,9:00~12:30,14:00~18:00,1,1,1,1,1,1,0,0,日・祝,水（午後）,0,0,0,地域に根ざした医療を提供しており、日本紅斑熱をはじめとした今までに培ってきた豊富な経験と技術で日々診療にあたられています。,"https://www.google.com/maps/place/%E9%A6%AC%E5%8E%9F%E5%8C%BB%E9%99%A2/@33.8470485,134.5996106,17z/data=!3m1!4b1!4m6!3m5!1s0x35531bb1a1cba00b:0x22d4497f27a43678!8m2!3d33.8470485!4d134.5996106!16s%2Fg%2F1vkxk25f?entry=ttu"
110,04-10387 ,土肥医院,〒774－0017阿南市見能林町東石仏２番地,阿南市,0884-22-0503,土肥　正人,小児科,9:00~18:00,0,1,1,1,1,1,0,0,0,日・祝,土,0,0,0,昼時でも診療していただけます。,"https://www.google.com/maps/place/%E5%9C%9F%E8%82%A5%E5%8C%BB%E9%99%A2/@33.902637,134.669468,17z/data=!3m1!4b1!4m6!3m5!1s0x3553165a44b9cf5b:0xf10f84f3340ef83d!8m2!3d33.902637!4d134.669468!16s%2Fg%2F1tg9fcgn?entry=ttu"
